Age,Income,Credit_Score,Loan_Amount,Employment_Years,Loan_Approval
36,24763,306,11590,13,0
32,108657,849,45205,17,1
28,30828,351,20162,10,0
40,67588,695,18105,7,1
23,31221,520,42499,2,0
36,31211,727,41641,13,1
50,33569,442,16628,1,0
43,116894,662,47032,15,1
48,57860,681,43516,5,0
25,91558,576,26621,0,1
40,65337,570,6476,13,1
21,72311,313,45800,9,0
50,33515,597,40788,5,0
41,91695,763,29437,8,1
40,142006,826,31240,6,1
26,131527,533,15922,1,1
42,126749,326,13066,10,1
38,107227,770,17089,13,1
28,44904,392,37600,4,0
59,79935,608,13167,8,1
52,63790,351,17816,6,1
53,88580,618,26164,13,1
36,95148,480,25429,15,1
32,25636,419,40001,15,0
58,97129,342,36415,6,0
54,134483,559,13117,9,1
34,22892,496,11359,5,0
56,41672,554,19364,16,1
53,25812,635,41965,0,0
43,116621,801,33794,1,1
22,148177,554,15293,13,1
41,20654,813,14332,3,1
22,74633,541,5615,8,1
47,37143,448,17401,5,0
29,75934,598,46936,16,1
21,87334,752,34372,10,1
31,123463,692,47276,3,1
23,145851,511,7339,8,1
43,49087,837,21246,15,1
46,31618,430,13109,2,0
24,28446,628,28758,3,0
38,107182,555,28091,2,1
26,122127,778,48056,12,1
55,68867,362,18317,18,1
42,71028,610,21762,0,1
35,80101,706,8465,5,1
42,47200,404,30622,2,0
57,115107,314,11800,2,1
32,108074,558,40539,15,1
58,126091,711,41651,9,1
38,81465,558,7600,16,1
55,129500,559,10518,6,1
50,106436,344,24627,12,1
44,138422,630,34369,10,1
50,144124,464,36445,9,1
34,107892,492,21689,6,1
26,108559,820,20923,5,1
23,140044,700,43469,0,1
36,59148,673,35403,16,1
27,102928,364,5958,11,1
34,40698,686,45363,3,0
29,62470,794,8538,2,1
35,112071,714,28404,5,1
41,71660,329,14983,15,1
55,73910,565,40371,12,1
22,55450,627,29642,8,1
47,76463,791,18467,10,1
22,53757,516,5205,19,1
55,98012,619,32409,12,1
38,126750,698,17442,18,1
34,147043,404,31290,2,1
40,90247,629,31108,11,1
38,92015,346,10691,18,1
30,51390,613,43909,7,0
45,76116,446,24504,13,1
22,33161,761,35162,8,1
45,52152,785,44496,16,1
53,100171,709,43798,5,1
56,126379,326,26551,3,1
51,115833,328,18383,3,1
34,40836,570,21496,18,1
21,110367,800,46716,11,1
36,86543,552,14088,1,1
23,75648,684,32444,16,1
55,46331,359,29734,14,0
26,125992,406,46745,9,1
45,30763,519,39571,2,0
33,89444,740,31415,19,1
54,113109,845,20389,3,1
28,39187,395,32744,0,0
41,31957,388,23682,0,0
54,24379,530,39310,17,0
24,47959,574,12259,3,1
45,102018,545,17546,14,1
35,143076,410,7154,9,1
24,47105,533,13766,16,1
32,20877,577,16230,11,1
52,68353,776,22765,19,1
52,103788,716,10902,11,1
48,116870,427,6222,15,1
33,104585,536,32050,4,1
51,103308,427,39269,15,1
34,71567,693,14050,16,1
40,77913,774,8574,14,1
38,22637,694,41497,12,0
49,92778,410,16157,7,1
26,62025,389,24575,1,0
52,126917,579,45244,7,1
49,121187,632,22945,9,1
22,119508,523,19962,6,1
43,102464,400,40290,9,1
39,48742,431,40159,3,0
51,31831,312,29852,10,0
25,133768,756,35684,8,1
39,135911,740,49842,3,1
54,105092,397,16796,2,1
30,110879,419,29450,10,1
45,108370,592,39846,2,1
22,146537,300,22504,17,1
31,66762,549,35041,18,1
51,124824,448,15715,13,1
35,118958,694,26803,10,1
29,108741,343,8370,1,1
43,38830,343,6908,1,0
39,75044,377,42075,1,0
29,93948,525,26134,9,1
55,89202,461,49065,14,1
41,57045,552,8587,11,1
29,106322,431,35023,10,1
48,137257,747,7413,16,1
27,91051,773,30038,17,1
36,127509,408,27555,13,1
36,46627,334,15952,16,1
53,35198,766,8457,14,1
24,89521,574,13464,11,1
24,131439,486,6150,15,1
59,126471,542,37264,5,1
37,49475,563,45222,1,0
57,125752,821,49349,1,1
59,138998,840,37786,15,1
49,39403,386,14808,1,0
56,23681,834,43345,7,0
58,111555,509,9081,6,1
59,138884,345,44222,0,1
57,113122,766,13933,3,1
55,135260,839,7671,10,1
27,62292,325,48739,19,0
47,123057,565,36217,6,1
48,125386,474,44155,17,1
42,122306,815,44601,3,1
34,25629,610,24008,16,1
27,113246,621,26883,10,1
57,115864,434,38282,10,1
42,97814,354,37974,19,1
25,28417,842,38715,10,1
22,138888,830,48401,14,1
47,54765,455,20380,13,1
41,94499,446,23212,16,1
58,134088,784,33174,1,1
35,76574,319,11861,17,1
41,122828,568,11094,15,1
30,110545,632,44113,11,1
43,148206,700,29363,9,1
59,47675,605,27310,15,1
25,145609,327,44300,2,1
21,121711,766,10943,7,1
33,92267,559,19569,1,1
41,60563,833,47616,0,0
46,31332,400,13793,13,1
41,143745,652,43207,3,1
38,39177,599,30287,3,0
57,109254,595,38971,8,1
52,88447,652,47351,2,1
56,77104,429,36369,4,0
37,104335,455,28023,0,1
55,134938,373,28897,18,1
31,100730,641,28010,0,1
41,24951,764,45154,9,0
46,126402,389,40899,11,1
24,48333,754,25114,9,1
54,41673,631,24050,1,0
38,134421,647,26125,15,1
55,60870,532,33558,7,1
49,141945,401,49846,13,1
49,147536,780,25396,14,1
58,91101,513,32125,15,1
41,42821,407,27580,10,0
33,45494,464,43973,11,0
37,119477,634,28574,1,1
29,146083,385,29619,3,1
21,94160,723,18869,2,1
22,132698,663,5658,8,1
49,131560,359,17122,17,1
53,20835,781,48827,18,1
30,145126,549,18335,6,1
41,38646,416,26677,3,0
48,143777,844,33223,5,1
31,97360,343,34814,18,1
54,57335,808,23075,0,1
28,89351,464,48185,15,1
42,134934,667,16258,10,1
28,22429,591,35527,3,0
35,61950,585,15139,17,1
37,80654,503,47325,4,0
43,127422,823,45503,5,1
44,129934,420,24514,1,1
39,139975,487,25917,11,1
25,88143,312,34097,8,0
52,111186,499,22788,19,1
21,124234,755,30061,11,1
43,117889,747,14947,12,1
57,122326,370,20544,16,1
28,97527,429,25014,4,1
33,106704,342,19795,19,1
28,51099,819,37632,12,1
43,59385,312,24352,12,0
21,55919,834,28653,9,1
44,116952,601,6579,14,1
55,80782,826,36758,14,1
44,91116,414,48755,17,1
37,92590,759,43760,17,1
25,109626,804,37818,1,1
40,60387,607,11452,10,1
41,35823,624,42921,12,0
51,66015,474,20340,10,1
56,122877,813,7787,3,1
31,35339,471,20839,14,1
35,149949,801,7155,10,1
39,23491,633,12019,17,1
27,20706,583,25614,15,1
48,117493,774,31190,9,1
25,35728,353,45375,11,0
25,26997,757,15928,12,1
50,123537,719,13598,8,1
52,80408,708,49339,12,1
28,78097,603,25581,5,1
30,149526,521,49655,5,1
58,58523,832,18919,10,1
52,141648,457,43180,18,1
48,45163,647,9499,10,1
37,37718,458,42677,9,0
51,107508,534,48862,14,1
28,103767,704,30602,12,1
45,59619,556,34692,7,1
29,32126,346,45422,4,0
22,109131,512,26760,1,1
35,84926,778,7920,15,1
23,60633,786,29085,12,1
56,97654,641,27925,18,1
24,23317,823,10615,8,1
34,64980,802,42083,14,1
45,64115,305,7783,5,1
30,81646,443,14605,7,1
41,63158,560,49608,13,0
56,75963,531,24192,4,1
32,67631,569,8331,16,1
47,69316,746,36856,6,1
22,125364,521,7846,8,1
33,79342,351,38697,15,1
52,35504,415,42586,17,0
51,88593,837,40030,12,1
36,46660,840,17775,17,1
52,57196,318,12549,9,1
52,85938,691,27437,0,1
54,28605,718,28958,17,1
31,77388,608,29243,18,1
30,101297,485,47177,1,0
35,75501,560,47424,3,0
37,73309,827,33984,10,1
38,47043,572,41942,2,0
29,53635,459,42538,8,0
45,99315,523,10833,9,1
34,100691,555,28386,1,1
45,126514,479,39813,6,1
42,53132,319,38805,14,0
50,109387,767,11242,18,1
40,35366,509,33704,9,0
41,113944,812,47419,19,1
52,92107,357,29832,13,1
41,82580,392,17321,3,1
55,135267,520,43930,10,1
52,142362,531,37407,2,1
50,77889,663,9073,16,1
59,99553,673,22667,6,1
32,59236,755,21035,10,1
38,24150,387,11732,17,1
41,131369,319,8487,13,1
33,39423,313,39952,13,0
41,24137,432,34425,5,0
28,49992,333,24571,8,0
27,130540,507,34075,2,1
43,114438,498,47185,16,1
52,135140,454,10495,11,1
31,64921,377,23681,3,0
42,141225,471,19781,19,1
42,99369,588,44865,15,1
45,86917,844,13469,9,1
42,93690,719,21202,6,1
48,54235,306,24928,9,0
49,98975,459,15985,6,1
33,39122,539,44599,17,0
38,43956,722,21775,8,1
22,83879,835,5968,17,1
49,78560,369,15382,16,1
41,141435,515,10151,10,1
35,102800,403,31804,0,1
47,130310,353,48586,16,1
51,88685,629,37259,3,1
35,44660,502,25748,3,0
43,148029,587,24691,13,1
44,126196,344,37020,8,1
33,106064,497,48560,12,1
42,134440,515,32256,15,1
57,21168,780,11125,0,1
53,65124,608,9370,2,1
23,55897,734,9838,18,1
39,35032,631,8134,7,1
43,72797,326,48199,17,0
49,55294,465,16556,5,1
50,63827,617,38822,19,1
59,23516,573,32977,5,0
45,39751,682,25113,4,1
57,50373,664,35566,11,1
28,142026,402,7669,8,1
36,50270,802,21081,8,1
28,30386,672,17938,16,1
21,121859,544,10717,18,1
25,84817,468,17282,16,1
23,85184,717,47065,15,1
21,134316,655,19201,11,1
24,99693,777,21289,2,1
55,57879,424,29406,13,1
52,125056,836,36286,16,1
54,69597,701,17873,15,1
45,59132,816,21512,11,1
30,23626,830,33927,1,0
41,105936,553,28461,7,1
59,122179,420,25710,11,1
47,123801,331,24952,15,1
47,101515,336,18448,7,1
22,97065,641,20198,15,1
33,75390,312,12622,9,1
29,36645,482,45848,19,0
56,111960,564,7402,14,1
42,74144,387,41324,3,0
46,33382,761,33467,14,1
32,24025,345,39961,3,0
37,63226,691,48007,10,1
34,99380,418,25739,5,1
34,142971,830,23518,3,1
54,138910,746,31547,8,1
40,89711,345,33936,8,1
31,116055,807,25287,2,1
36,146189,825,46351,4,1
51,94710,302,30476,14,1
26,23443,327,17875,8,0
39,41395,680,15686,1,1
57,30725,456,22536,2,0
24,53461,810,39062,11,1
24,147000,632,30041,15,1
40,61115,413,36653,4,0
30,130084,688,26673,9,1
44,116887,786,15367,14,1
55,103732,549,24629,13,1
46,132145,614,28100,13,1
57,99790,538,11654,12,1
58,99557,533,30063,15,1
41,131672,602,24322,7,1
59,91260,633,24010,7,1
41,48690,412,17693,16,1
30,21407,661,14241,16,1
58,93568,396,34778,2,0
24,78560,315,41843,0,0
40,67340,675,17651,16,1
37,37794,689,30966,15,1
27,39881,516,14275,16,1
24,106292,698,6658,1,1
49,125698,559,33963,13,1
34,114952,619,11932,6,1
23,69703,495,19248,18,1
44,64354,777,29437,0,1
57,111288,717,44727,16,1
36,98462,774,23201,9,1
24,139020,843,46150,5,1
44,119301,530,29355,6,1
54,138764,820,19999,5,1
50,34390,499,11376,4,1
38,124403,320,8476,1,1
39,107475,610,9366,17,1
51,47307,733,30733,16,1
39,116364,670,17458,6,1
39,114049,377,37795,18,1
42,138740,841,25615,6,1
44,139991,584,16164,6,1
32,44502,439,44316,15,0
50,115599,581,8024,11,1
58,42486,557,34559,14,1
51,131813,659,6264,14,1
56,58258,739,14047,10,1
39,77716,569,49985,1,0
56,117228,433,11587,2,1
50,123920,403,11577,18,1
53,101494,394,22635,19,1
38,120552,779,8870,14,1
48,102768,540,39094,15,1
31,30748,312,14217,0,0
53,82785,446,22602,14,1
37,96050,394,5605,11,1
26,42738,592,27343,6,1
24,94231,324,18003,6,1
40,93606,571,48257,10,1
47,113301,804,37089,19,1
35,61662,465,22661,10,1
26,138313,386,21782,16,1
34,116297,790,35029,2,1
31,102234,440,18487,15,1
59,35123,402,44042,4,0
29,120680,525,27065,1,1
46,45616,593,15844,6,1
36,122682,605,24323,9,1
25,31182,553,30397,4,0
30,110369,479,22328,14,1
23,118878,339,48739,11,1
33,82013,819,43733,9,1
50,51331,845,34715,16,1
26,66098,535,44116,19,1
37,46128,762,22580,19,1
39,51556,527,5823,10,1
55,147398,782,31472,7,1
46,107505,729,12084,14,1
25,41876,321,17455,1,0
49,28949,642,15607,16,1
57,71962,339,21919,5,0
40,110054,472,24394,12,1
41,143984,738,15819,7,1
30,91206,478,16969,10,1
25,44099,432,22333,14,1
56,124871,650,16700,12,1
26,32716,824,36792,17,1
46,72611,839,38311,17,1
24,58885,805,41668,16,1
59,73144,383,16945,12,1
59,85220,763,41992,2,1
55,27837,642,40634,6,0
21,69355,579,23630,11,1
44,67299,562,46036,3,0
56,39159,465,29944,10,0
26,145212,592,28360,13,1
51,136680,808,17813,17,1
40,136931,525,9601,6,1
44,126802,469,17930,4,1
45,136375,747,9333,15,1
56,122413,801,10399,10,1
41,71012,826,22839,2,1
50,79305,678,45204,15,1
44,107096,500,25195,10,1
50,37106,549,32848,9,0
42,78123,708,28693,1,1
48,131825,424,45854,15,1
27,28720,412,41450,16,0
55,57661,436,6854,9,1
48,135031,795,36558,17,1
34,113898,449,7985,11,1
30,113794,642,48585,7,1
36,107318,620,24278,2,1
36,126704,831,45264,19,1
51,41120,588,38326,2,0
45,39790,788,24280,5,1
33,78655,791,39022,1,1
26,79643,551,20667,2,1
29,113448,376,23065,16,1
56,67374,691,26655,8,1
40,62907,711,15006,3,1
38,70071,472,11283,1,1
41,140507,500,46622,8,1
24,54812,516,8325,13,1
53,69570,675,35783,10,1
47,70901,310,8143,1,1
27,80186,311,40805,1,0
26,142066,734,17417,4,1
35,148364,672,36300,6,1
38,70251,572,31526,3,1
52,85171,808,33896,13,1
31,56160,431,42443,1,0
40,39156,618,32606,11,1
44,96208,467,44916,9,1
35,99980,696,12551,0,1
27,92320,479,40436,18,1
41,37929,357,7246,15,1
46,86606,779,44421,14,1
34,108442,759,48901,13,1
57,120154,360,12649,8,1
41,82559,668,46209,14,1
38,74205,420,5888,6,1
25,130694,845,46983,3,1
23,88475,316,34424,17,1
43,84341,795,46559,7,1
46,115377,796,16075,11,1
57,62863,804,27699,14,1
44,101837,831,14950,14,1
39,85439,614,10413,16,1
45,27194,368,44305,1,0
41,91387,460,8569,11,1
32,141361,444,6242,2,1
53,101914,684,42097,6,1
24,86214,568,35085,5,1
27,116176,753,15487,13,1
42,119292,817,23309,4,1
53,49777,649,35771,3,0
37,145355,409,31638,14,1
44,46183,782,41163,6,1
54,47445,706,26615,2,1
48,87038,350,13039,12,1
59,136477,702,13198,9,1
42,107201,775,39354,1,1
37,36198,386,8824,11,1
54,41411,367,28999,11,0
26,70577,341,8436,18,1
26,35867,356,33014,18,0
54,82501,495,45857,2,0
21,34266,361,21057,5,0
30,59422,562,6310,1,1
41,55208,411,14819,12,1
25,128538,477,18457,8,1
22,141544,325,5477,12,1
42,51213,709,13906,13,1
22,27367,830,14868,18,1
30,144158,616,23546,10,1
54,99026,831,38276,13,1
36,55362,405,12319,15,1
59,139377,763,38149,9,1
42,71588,545,6845,19,1
32,58285,380,28684,15,1
44,146683,695,34858,1,1
58,145085,821,47678,15,1
30,94755,563,31667,13,1
55,91846,573,30293,17,1
52,56307,471,29893,5,0
27,115167,564,9629,6,1
41,100280,325,10704,12,1
40,39867,768,6776,1,1
46,76523,775,36236,14,1
24,104161,655,6244,16,1
42,26378,325,6333,12,1
35,104685,333,8669,6,1
41,127669,563,22584,0,1
35,96958,437,32277,2,1
42,47926,761,6933,19,1
48,123215,467,38514,17,1
34,118707,380,46800,6,1
47,33180,706,29357,16,1
48,112837,345,32071,11,1
46,138070,352,11827,15,1
22,56931,775,35844,9,1
45,44014,315,30664,15,0
23,134775,659,5792,19,1
28,116472,786,44695,17,1
53,99872,801,22651,14,1
55,78502,440,47510,10,0
26,107736,746,44137,17,1
59,25470,589,24074,5,0
43,116395,508,12874,0,1
45,34953,774,21676,6,1
39,124580,712,44632,11,1
25,58507,726,41790,19,1
31,138961,670,23032,3,1
32,112969,589,35885,9,1
30,111493,731,16008,1,1
28,26523,567,49870,8,0
44,106923,450,48878,9,1
48,77190,554,10171,19,1
56,67761,652,14589,10,1
57,51169,676,23077,13,1
41,65641,657,11710,2,1
28,42990,669,25236,0,0
29,49661,526,43227,6,0
35,33419,602,19937,3,0
38,34457,688,14754,6,1
40,87600,676,30688,15,1
26,123619,417,12048,9,1
32,96102,304,27568,14,1
22,53085,743,37047,15,1
27,117064,651,14483,5,1
36,70654,832,22545,3,1
23,26130,423,22413,3,0
23,125723,576,33913,3,1
47,22042,693,38746,16,1
58,90134,659,13709,12,1
53,62982,768,30358,1,1
48,118422,356,16023,19,1
21,85185,550,34851,5,1
28,53477,449,33756,0,0
57,134161,751,16145,7,1
52,72709,461,26192,17,1
57,48716,419,23839,3,0
24,98137,650,32410,4,1
50,56018,398,45160,4,0
26,28061,466,16447,14,1
39,28609,813,26033,9,1
52,55371,700,46355,7,0
29,130350,664,15129,6,1
32,103021,625,35358,11,1
31,40805,546,18907,10,1
36,27857,733,26637,12,1
21,31620,392,43196,14,0
41,28177,567,27369,16,1
50,50111,620,34481,17,1
33,140770,361,36681,7,1
54,108578,599,7589,5,1
24,104181,702,28560,10,1
48,109941,602,8034,8,1
58,147049,552,5169,4,1
51,31826,777,31913,6,1
47,33890,668,8239,14,1
25,102428,459,8415,3,1
45,137067,465,24952,18,1
23,146044,504,16408,12,1
53,78031,566,8484,0,1
24,139440,437,23225,0,1
45,132134,667,19923,13,1
40,95020,742,25936,8,1
54,25495,316,44612,11,0
46,48481,367,24410,17,1
25,31267,432,34997,8,0
55,137897,729,41733,7,1
48,125702,607,44952,13,1
49,26743,473,26863,8,0
29,74800,711,10380,19,1
58,123475,396,25710,1,1
26,68773,453,20285,0,0
39,77042,541,32260,12,1
31,69476,603,37879,9,1
22,147967,584,21143,7,1
29,112105,326,12413,6,1
41,48552,701,36578,11,1
44,85242,659,19726,16,1
54,65772,359,32015,11,0
42,63730,501,10983,15,1
23,48948,669,24178,9,1
32,96311,832,31990,11,1
48,89093,451,15321,10,1
50,89123,401,48829,13,0
46,36535,745,41366,19,1
41,86490,528,39294,12,1
48,66562,424,45677,1,0
46,139042,535,39737,19,1
53,145251,461,46911,6,1
41,109080,652,22886,0,1
55,147844,367,49296,2,1
54,78535,472,27791,19,1
38,118991,560,13301,11,1
31,61269,516,40122,4,0
43,100674,423,43087,11,1
42,62462,461,37993,2,0
37,23127,500,40779,19,0
25,43147,753,41894,4,0
31,65528,701,38381,0,0
50,97095,761,19082,15,1
35,133100,574,10458,8,1
47,88931,505,46770,9,1
55,110925,339,27300,9,1
53,86381,572,7699,12,1
40,119468,392,34485,15,1
36,131258,341,45285,19,1
54,83749,764,6019,3,1
22,58672,678,37471,13,1
55,33731,406,25270,16,1
48,144647,627,27615,4,1
59,74512,364,18698,12,1
26,118658,664,43346,2,1
29,71024,783,11729,4,1
40,136712,323,44729,15,1
21,121121,839,16171,18,1
28,23832,361,18947,18,1
43,52332,790,39725,16,1
23,32467,572,24450,17,1
24,61025,528,18300,17,1
45,33107,319,24064,7,0
58,148347,302,9441,17,1
35,97994,720,24332,8,1
41,114202,606,25115,18,1
55,63481,731,38869,9,1
34,22581,435,26868,1,0
56,95118,814,46997,16,1
32,144010,492,25615,12,1
37,71638,714,18615,10,1
59,143714,417,19732,15,1
29,28418,508,30367,19,1
55,113627,333,47738,6,0
33,49113,617,5981,2,1
35,104363,419,26554,15,1
38,143607,824,30319,18,1
53,83044,388,21130,19,1
26,99955,811,23815,15,1
47,81030,346,13566,1,1
43,31814,821,31329,13,1
47,119340,583,11349,19,1
54,30024,676,15728,9,1
58,83288,433,45316,18,1
34,129236,547,23375,10,1
56,77836,617,26814,17,1
28,27435,735,41214,10,0
55,87084,475,26545,8,1
39,144023,650,23953,18,1
50,90601,442,7872,19,1
34,108416,697,14368,9,1
40,140871,668,39103,2,1
45,138645,800,10413,2,1
44,23407,669,34269,7,0
34,118943,681,25156,5,1
46,52940,385,18423,19,1
58,25666,759,43062,0,0
43,57122,624,47805,19,1
42,138647,821,6987,5,1
39,45092,788,42597,1,0
23,149753,696,23369,18,1
39,143402,654,32868,6,1
29,95645,587,16434,10,1
48,121190,758,19548,10,1
40,120468,835,21636,3,1
27,149207,590,37383,19,1
34,46505,467,47196,15,0
29,56713,727,22007,4,1
39,74387,789,40924,6,1
34,63169,654,35211,15,1
58,93282,495,16328,14,1
56,97511,844,8389,4,1
37,71742,310,14458,0,0
50,60522,555,7945,19,1
29,101132,695,14352,8,1
53,139622,708,15486,4,1
45,138764,661,46400,5,1
34,123489,558,7092,2,1
31,119397,302,41527,5,1
55,23880,383,10112,7,0
34,63454,455,21937,5,1
50,75711,475,42672,15,1
24,63539,771,6112,15,1
24,128984,723,40545,2,1
48,88321,433,36740,16,1
28,107985,679,28481,5,1
22,34799,576,15025,5,1
42,134584,535,39082,18,1
36,124843,312,18562,19,1
49,80102,641,16304,14,1
50,70726,334,12015,18,1
32,68784,513,49885,1,0
55,140364,711,10710,7,1
31,133034,704,17588,6,1
41,63333,793,25967,7,1
41,60828,458,26904,12,1
25,89526,409,29256,14,1
40,74362,848,30052,11,1
57,73997,825,20436,14,1
23,143973,646,26815,13,1
53,70341,578,20196,6,1
29,39073,778,23089,16,1
29,122399,410,22604,4,1
24,34549,730,7506,19,1
55,103795,841,37584,9,1
37,76920,414,25709,18,1
54,105326,389,49840,17,1
44,95515,511,43247,9,1
52,149392,849,48202,1,1
21,40316,838,8090,5,1
28,46183,659,44265,2,0
43,113860,785,26552,18,1
32,44624,671,34135,4,0
32,82515,514,19691,6,1
35,123712,314,44761,6,1
39,105781,558,38741,9,1
46,66705,762,26661,0,1
49,109326,419,46025,10,1
42,46756,427,11092,6,1
41,80390,822,40674,5,1
58,88369,624,5570,5,1
40,90821,619,17084,12,1
49,29589,805,5307,15,1
24,133012,825,8742,12,1
27,34116,349,46742,1,0
48,93181,368,33792,18,1
48,64786,690,5765,18,1
24,114686,682,46732,18,1
42,143711,315,29198,17,1
32,96425,738,12735,5,1
23,50286,431,21202,1,0
42,123081,547,16377,18,1
22,35994,572,19297,5,1
44,121039,648,13036,19,1
54,131915,783,45364,14,1
47,142961,849,29369,5,1
21,110198,656,39817,2,1
28,124672,617,42443,10,1
43,46639,347,6663,7,1
58,37205,309,44244,17,0
26,76677,532,17028,16,1
42,52930,335,24823,18,1
45,93313,712,20077,18,1
38,113851,761,44911,16,1
37,133153,303,24631,3,1
32,112509,343,6910,6,1
26,38316,554,38500,4,0
46,47304,413,24897,15,1
47,121839,696,42377,5,1
28,116058,473,16134,13,1
39,107876,554,42224,19,1
21,105366,765,31897,1,1
49,33403,576,41103,17,0
55,100052,763,12056,17,1
34,137478,801,33950,12,1
55,104627,740,7753,17,1
40,93495,368,36941,16,1
33,51932,808,39140,12,1
58,116090,625,19234,11,1
28,56701,366,14636,2,0
40,23385,603,8376,6,1
53,141324,783,35783,0,1
46,119226,847,46249,4,1
59,77241,716,48025,0,0
41,30367,458,21447,3,0
29,85030,448,25329,0,1
44,66505,326,21713,12,1
57,144462,547,9858,13,1
37,53332,400,24472,14,1
44,105178,395,21524,16,1
41,96325,683,9539,11,1
59,55268,581,23857,6,1
59,106486,621,43362,18,1
33,45563,695,41671,2,0
31,125185,577,10364,17,1
39,56404,828,5449,3,1
31,75182,562,25830,2,1
33,52991,592,26078,11,1
21,124601,593,42574,11,1
39,67663,694,5869,16,1
32,85886,812,43847,5,1
28,142002,479,45075,14,1
28,103848,534,33140,1,1
32,44127,636,8659,7,1
53,77692,307,41370,13,0
46,114389,742,46352,4,1
59,57500,838,19385,2,1
48,53785,390,48751,9,0
25,104146,571,24337,6,1
28,109126,304,10131,10,1
45,114979,518,6358,14,1
47,67997,417,30614,1,0
43,27170,414,21771,4,0
50,33303,562,18603,10,1
43,91743,605,21246,7,1
40,97852,721,22216,12,1
38,55187,506,46209,10,0
38,85034,602,47987,16,1
22,91776,411,47488,14,1
24,21893,716,25577,0,0
50,33753,584,47320,18,0
53,58090,484,16301,15,1
56,84922,520,14515,18,1
38,96768,743,31802,12,1
57,79412,416,5891,3,1
39,142406,369,26972,10,1
48,76030,369,25932,17,1
40,37509,726,9192,17,1
53,88653,742,21128,9,1
32,56929,436,27836,16,1
35,149626,803,29837,12,1
59,68291,430,27778,13,1
22,24042,517,48130,6,0
49,82574,470,21708,9,1
30,57201,774,46945,2,0
22,112282,428,29232,1,1
31,34016,356,44412,18,0
33,45022,480,9782,6,1
30,120962,545,31315,4,1
34,47938,443,15052,2,0
38,63678,350,24521,1,0
29,138171,667,8898,5,1
59,149638,758,22219,13,1
48,121248,517,9154,6,1
23,81720,556,40546,1,0
40,125514,455,18809,10,1
26,76805,741,30972,2,1
47,94323,324,44177,8,0
22,21986,835,17523,7,1
49,96478,359,42081,10,1
58,102994,766,27030,17,1
23,32161,733,45376,0,0
36,40689,365,25105,14,0
50,147101,405,29295,3,1
22,114699,395,16864,3,1
37,80924,467,48982,9,0
32,121311,341,17876,10,1
55,119273,403,23055,17,1
21,94308,503,38684,14,1
35,121128,819,26972,2,1
46,83745,581,30493,6,1
57,146881,342,14325,6,1
41,21211,409,41775,16,0
51,20229,509,25373,19,1
45,138972,348,41253,15,1
43,68542,414,26181,15,1
44,34345,454,15961,7,0
58,121489,802,22705,2,1
48,51819,370,49676,19,0
41,67779,818,41122,14,1
38,102421,635,31104,0,1
56,112244,366,18509,9,1
55,85584,792,12101,1,1
29,39950,512,9743,6,1
58,35173,480,13951,13,1
50,137743,547,12014,15,1
54,78032,513,41180,14,1
52,135074,658,46908,6,1
23,119273,548,48039,12,1
23,48036,815,13219,9,1
48,143885,387,12163,8,1
35,132857,475,7470,8,1
43,91356,725,48498,5,1
31,34292,380,21543,11,0
52,23052,437,24276,19,1
56,64377,732,41881,19,1
53,109317,769,18414,13,1
44,87838,649,12749,19,1
59,87819,425,29182,6,1
54,133689,608,16914,7,1
48,128103,529,20007,7,1
57,35620,759,35951,7,1
27,50461,644,49691,1,0
24,40750,609,37608,13,1
57,118426,319,26383,9,1
21,108719,840,18042,17,1
21,29472,776,30412,17,1
40,89263,568,18181,17,1
39,132036,302,49898,15,1
49,77602,315,8405,19,1
30,45523,657,35868,4,0
38,50766,432,15862,19,1
48,123262,611,33688,4,1
55,86060,781,35945,19,1
51,29079,843,17939,9,1
47,28399,604,33931,16,1
31,80726,568,43616,12,1
58,112906,713,44585,16,1
25,36532,324,43911,17,0
28,142689,615,47826,12,1
54,102357,575,46164,16,1
32,63162,688,27942,14,1
58,23749,743,49539,11,0
21,31353,726,10272,9,1
51,132313,356,49134,12,1
24,48477,667,29265,10,1
25,44570,641,33668,2,0
50,106373,603,21024,9,1
44,31437,673,36899,10,0
23,58104,411,8747,5,1
31,83370,305,14297,0,1
24,24551,578,6607,5,1
46,88359,681,26458,4,1
47,74880,312,32973,6,0
47,32916,602,28117,11,1
26,146150,459,21450,11,1
35,100703,453,20535,6,1
50,61445,480,34355,1,0
57,67636,825,12645,0,1
57,93927,479,47238,17,1
57,98194,676,9158,11,1
55,49685,467,46773,6,0
43,71134,513,21786,18,1
26,108916,449,45693,2,0
24,127967,315,35911,9,1
38,114455,390,31578,10,1
29,147763,419,9166,4,1
49,87847,552,24309,1,1
33,59993,359,20076,7,0
37,64333,565,24377,13,1
52,128574,708,14278,7,1
42,78865,330,38539,5,0
24,99096,320,16440,0,1
25,69756,588,31245,0,0
57,142863,842,27097,7,1
33,81192,797,13167,10,1
54,80686,773,6556,17,1
42,68733,704,48918,9,1
43,124089,847,6151,11,1
23,45993,431,26698,19,1
54,50492,623,22601,15,1
52,40981,431,31807,4,0
41,44143,820,25328,15,1
41,97603,329,13039,11,1
31,109452,600,11303,5,1
59,80277,303,24053,4,0
24,127044,624,36644,0,1
21,131957,808,40745,18,1
48,69990,536,25762,9,1
44,148406,834,28611,13,1
55,82888,315,5422,2,1
33,89351,833,36275,5,1
